"id","sex","bmonth","byear","agemon_1997","race","agemon_1998","agemon_1999","attend_2000","agemon_2000","attend_2001","agemon_2001","attend_2002","values_2002","obey_2002","decide_2002","todo_2002","pray_2002","agemon_2002","agemon_2003","attend_2003","agemon_2004","attend_2004","agemon_2005","relpref_2005","attend_2005","values_2005","obey_2005","decide_2005","todo_2005","pray_2005","agemon_2006","attend_2006","agemon_2007","attend_2007","agemon_2008","relpref_2008","attend_2008","values_2008","obey_2008","decide_2008","todo_2008","pray_2008","agemon_2009","attend_2009","agemon_2010","attend_2010","rvalues_2002","rvalues_2005","rvalues_2008","rtodo_2002","rtodo_2005","rtodo_2008","cat2000","cat2001","cat2002","cat2003","cat2004","cat2005","cat2006","cat2007","cat2008","cat2009","cat2010"
7558,1,9,1981,189,2,"207","217",2,230,2,242,1,"0","1","1","0","1",254,265,1,278,1,289,"1",1,"0","1","0","0","0",301,1,313,1,327,"1",1,"0","1","1","0","0",338,1,349,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7559,2,5,1984,157,2,"175","185",2,198,2,211,2,"1","0","0","1","0",222,233,1,246,1,257,"27",1,"1","0","0","0","1",269,2,281,1,295,"1",1,"1","0","0","1","0",306,2,317,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
7563,2,10,1982,173,2,"193","205",2,220,2,230,3,"0","0","1","0","0",241,252,3,265,3,277,"1",2,"D","0","1","0","R",290,4,301,2,313,"1",1,"1","D","1","0","0",325,2,336,2,1,NA,0,1,1,1,1,1,2,2,2,1,2,1,1,1,1
7564,1,12,1981,183,2,"207","215",1,231,2,242,3,"1","0","0","0","0",254,263,3,279,2,287,"1",1,"1","D","1","D","0",298,3,312,2,325,"1",3,"D","0","1","D","D",337,3,351,2,0,0,NA,1,NA,NA,1,1,2,2,1,1,2,1,2,2,1
7565,1,11,1984,148,2,"171","180",2,196,1,204,1,"0","0","1","1","0",218,228,1,244,1,252,"27",1,"1","0","1","D","0",263,1,278,1,292,"27",1,"0","0","1","0","0",300,2,313,1,1,0,1,0,NA,1,1,1,1,1,1,1,1,1,1,1,1
7568,1,5,1984,154,2,"174","186",2,200,1,210,2,"1","0","1","0","0",222,234,1,247,1,258,"26",1,"1","0","0","1","1",270,1,281,3,293,"25",1,"1","0","0","D","0",305,1,317,1,0,0,0,1,0,NA,1,1,1,1,1,1,1,2,1,1,1
7569,1,2,1982,183,1,"205","213",1,228,1,237,1,"1","0","0","0","0",250,265,2,278,1,286,"25",1,"1","0","0","D","0",301,1,313,1,324,"27",2,"1","D","0","D","0",334,1,346,1,0,0,0,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1
7570,1,1,1981,194,2,"217","227",1,241,1,252,6,"0","0","1","0","0",262,280,1,287,2,299,"27",6,"1","D","0","D","0",311,3,324,1,336,"1",2,"1","0","1","0","0",347,1,360,1,1,0,0,1,NA,1,1,1,3,1,1,3,2,1,1,1,1
7572,1,1,1982,186,2,"206","215",1,228,4,239,3,"0","1","1","0","0",252,263,2,280,1,288,"1",2,"0","1","1","0","0",299,3,311,3,321,"1",2,"0","1","1","0","0",334,6,346,6,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,3,3
7573,1,9,1984,154,2,"174","183",3,196,2,207,3,"0","0","1","0","0",220,231,3,246,2,256,"1",2,"0","0","1","0","0",266,5,279,2,289,"1",3,"0","0","1","0","1",302,3,314,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,2,1
7574,2,7,1982,176,2,"196","208",2,220,2,233,2,"0","0","0","0","0",245,256,1,270,1,280,"27",1,"1","0","0","0","D",291,1,305,1,317,"27",1,"1","0","0","0","D",328,1,340,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7576,2,10,1981,185,2,"205","219",5,231,3,242,3,"0","1","1","0","1",255,265,4,277,5,289,"1",5,"1","0","0","0","0",301,6,313,5,324,"1",5,"0","1","1","0","1",336,6,349,6,1,0,1,1,1,1,2,2,2,2,2,2,3,2,2,3,3
7577,2,10,1983,163,2,"181","195",4,207,3,218,3,"1","0","1","1","0",231,241,1,253,3,266,"1",1,"1","0","1","0","0",277,2,289,3,300,"1",2,"1","0","1","D","0",312,2,325,2,0,0,0,0,1,NA,2,2,2,1,2,1,1,2,1,1,1
7580,2,4,1980,205,2,"223","237",1,250,2,261,3,"1","0","0","1","0",273,283,2,295,2,307,"27",2,"1","0","1","1","0",319,1,331,1,343,"1",1,"1","0","0","1","0",354,1,372,2,0,0,0,0,0,0,1,1,2,1,1,1,1,1,1,1,1
7581,1,10,1983,162,2,"181","193",6,210,5,218,5,"1","0","0","0","0",232,241,5,256,2,267,"1",3,"1","D","D","0","0",277,5,288,4,300,"1",4,"0","0","0","0","0",312,2,324,2,0,0,1,1,1,1,3,2,2,2,1,2,2,2,2,1,1
7583,1,11,1984,160,2,"170","183",2,194,2,206,2,"0","0","1","1","0",218,227,1,240,3,252,"1",1,"1","1","1","0","0",263,1,276,1,287,"1",2,"1","1","1","0","0",298,2,313,1,1,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1
7585,1,12,1980,197,2,"216","230",2,241,1,253,3,"0","1","0","1","0",264,276,2,290,3,300,"1",1,"0","1","1","0","0",311,4,322,1,334,"1",1,"0","1","1","0","0",345,1,360,1,1,1,1,0,1,1,1,1,2,1,2,1,2,1,1,1,1
7591,2,12,1982,173,2,"191","204",7,215,7,228,6,"1","1","1","0","1",241,251,7,263,7,275,"13",6,"1","0","1","0","1",287,6,300,4,311,"27",1,"1","0","0","0","0",323,2,337,2,0,0,0,1,1,1,3,3,3,3,3,3,3,2,1,1,1
7592,2,10,1984,151,2,"169","182",4,193,2,206,2,"0","0","1","0","0",218,229,2,241,2,253,"12",2,"1","1","1","0","0",265,2,277,2,292,"12",1,"1","0","1","0","0",304,1,313,1,1,0,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1
7593,2,8,1983,166,2,"187","197",7,210,7,220,7,"0","1","1","0","0",234,244,7,256,7,267,"31",7,"0","1","0","0","0",278,7,290,7,302,"31",6,"0","0","0","0","0",314,3,327,7,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,3
7594,1,7,1980,202,2,"220","234",4,247,5,258,3,"0","0","1","0","0",270,282,2,294,2,306,"1",3,"D","0","1","0","0",316,2,328,3,339,"1",2,"0","0","1","0","0",351,2,366,2,1,NA,1,1,1,1,2,2,2,1,1,2,1,2,1,1,1
7595,1,2,1982,183,2,"201","215",1,228,6,238,6,"1","0","1","0","0",250,261,6,274,5,286,"1",6,"0","0","1","0","0",297,5,309,6,320,"1",6,"1","0","1","0","0",332,3,347,2,0,1,0,1,1,1,1,3,3,3,2,3,2,3,3,2,1
7597,1,12,1981,183,2,"205","217",3,230,2,241,3,"0","1","1","0","0",252,264,2,277,2,288,"1",2,"0","D","1","0","0",300,2,311,2,328,"1",1,"1","0","1","0","0",334,2,349,2,1,1,0,1,1,1,2,1,2,1,1,1,1,1,1,1,1
7598,2,2,1983,170,2,"189","203",6,215,1,226,2,"0","0","1","0","1",238,249,1,261,2,273,"1",2,"0","0","1","0","1",284,1,296,1,308,"1",2,"0","1","1","0","1",319,2,334,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1
7599,1,3,1984,157,2,"177","190",3,202,3,213,1,"0","1","1","1","0",225,236,3,248,3,260,"1",3,"0","D","1","D","0",271,2,283,2,295,"1",2,"0","0","1","0","0",306,2,321,3,1,1,1,0,NA,1,2,2,1,2,2,2,1,1,1,1,2
7601,2,8,1984,156,2,"172","184",6,196,5,208,2,"1","0","1","0","0",223,233,3,244,3,256,"1",2,"1","0","1","0","0",267,2,279,2,290,"27",1,"1","0","1","0","0",303,1,316,1,0,0,0,1,1,1,3,2,1,2,2,1,1,1,1,1,1
7603,2,1,1980,209,2,"227","239",2,251,2,263,1,"1","0","1","0","0",276,288,2,299,1,311,"3",2,"1","0","0","0","0",323,1,334,1,347,"12",2,"1","0","0","1","0",357,1,370,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
7607,1,6,1982,178,2,"198","210",3,221,3,234,2,"0","1","1","0","0",249,259,2,269,1,282,"1",1,"0","1","1","0","0",292,1,304,2,316,"1",2,"0","1","1","0","0",328,2,340,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1
7609,2,10,1984,148,2,"170","182",7,194,7,206,7,"0","1","1","0","1",218,230,7,242,7,255,"31",7,"0","1","1","0","1",264,7,276,7,289,"31",7,"0","1","1","0","1",300,7,312,7,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3
7610,2,8,1983,162,2,"184","196",1,207,1,220,1,"1","0","0","1","0",232,246,1,258,1,268,"25",1,"1","0","R","D","D",278,1,290,1,302,"25",1,"1","0","1","0","0",315,1,326,1,0,0,0,0,NA,1,1,1,1,1,1,1,1,1,1,1,1
7612,2,12,1981,182,2,"206","217",5,228,7,239,6,"0","1","0","0","0",251,264,2,279,2,292,"13",2,"0","1","0","0","0",299,1,311,1,323,"11",1,"0","1","1","0","0",334,2,348,1,1,1,1,1,1,1,2,3,3,1,1,1,1,1,1,1,1
7623,2,11,1981,185,1,"205","217",2,234,2,244,1,"1","0","0","0","0",252,265,1,278,1,288,"3",1,"1","0","0","0","0",299,2,311,2,323,"3",2,"0","0","1","0","0",336,2,347,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7625,2,11,1984,152,1,"169","180",3,192,1,204,3,"0","1","1","1","0",218,227,4,240,2,253,"2",4,"1","1","1","1","1",266,4,276,1,291,"2",3,"1","1","1","0","0",301,3,317,1,1,0,0,0,0,1,2,1,2,2,1,2,2,1,2,2,1
7628,2,10,1984,153,1,"169","181",2,194,6,205,3,"1","1","1","0","0",217,228,5,241,5,257,"2",5,"0","1","1","D","1",265,5,276,5,291,"2",5,"0","D","1","0","1",301,5,314,5,0,1,1,1,NA,1,1,3,2,2,2,2,2,2,2,2,2
7630,1,7,1981,193,1,"210","221",2,235,2,246,2,"1","1","1","0","1",256,268,2,282,1,292,"2",1,"1","1","1","0","1",305,1,316,1,330,"2",2,"1","1","1","1","1",340,2,353,7,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,3
7631,1,7,1984,157,1,"174","184",6,197,2,209,1,"1","0","1","0","0",222,234,1,244,1,256,"2",1,"0","D","1","0","1",269,1,279,1,295,"2",1,"0","0","1","0","1",304,1,320,1,0,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1
7633,2,6,1984,152,1,"174","186",4,199,7,211,6,"0","1","1","0","1",223,238,6,246,7,258,"12",7,"0","1","1","0","1",269,6,283,6,295,"12",7,"0","0","1","0","1",304,7,317,2,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,1
7634,2,12,1980,195,2,"217","229",1,240,1,254,2,"0","0","1","0","0",267,277,1,288,1,299,"13",1,"1","0","1","0","0",312,1,322,1,334,"27",1,"1","0","1","0","0",346,1,360,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7635,2,12,1981,185,1,"204","216",4,229,6,240,5,"0","1","1","0","1",251,264,5,276,4,288,"12",6,"0","1","1","0","1",298,4,312,5,322,"12",5,"0","1","1","0","1",334,4,347,5,1,1,1,1,1,1,2,3,2,2,2,3,2,2,2,2,2
7636,2,1,1983,172,1,"191","203",7,216,2,226,1,"0","0","1","0","0",242,251,1,263,2,280,"12",4,"0","1","1","0","1",286,2,297,1,309,"12",2,"1","0","1","0","0",321,3,334,2,1,1,0,1,1,1,3,1,1,1,1,2,1,1,1,2,1
7637,2,8,1984,153,1,"172","184",3,197,2,207,2,"1","1","1","1","0",219,232,5,244,4,256,"12",3,"1","1","1","0","0",267,3,278,5,290,"8",6,"1","1","0","0","0",302,6,315,2,0,0,0,0,1,1,2,1,1,2,2,2,2,2,3,3,1
7639,2,5,1981,192,1,"211","223",6,237,6,247,6,"0","1","1","0","1",262,271,6,284,6,300,"2",5,"0","1","1","0","1",310,4,320,6,330,"2",5,"0","1","1","0","1",341,3,354,3,1,1,1,1,1,1,3,3,3,3,3,2,2,3,2,2,2
7641,1,9,1980,200,1,"222","232",3,244,2,258,2,"1","0","1","0","0",269,279,3,292,3,303,"2",1,"1","D","1","0","0",314,2,325,2,337,"2",6,"1","0","1","0","0",349,5,363,2,0,0,0,1,1,1,2,1,1,2,2,1,1,1,3,2,1
7643,1,9,1984,152,1,"173","185",3,196,4,206,3,"0","1","1","0","1",219,231,3,242,3,255,"12",3,"0","R","1","0","1",266,3,277,4,289,"2",2,"1","0","1","0","1",301,2,314,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,1,1,1
7646,2,11,1983,160,1,"181","193",8,207,8,217,7,"0","1","1","0","1",230,242,7,252,6,267,"2",7,"0","1","1","1","1",277,6,289,7,299,"2",3,"0","1","1","0","1",311,6,327,4,1,1,1,1,0,1,3,3,3,3,3,3,3,3,2,3,2
7647,2,6,1982,176,1,"200","212",3,223,1,233,1,"1","0","1","1","0",245,256,1,269,1,282,"1",1,"0","D","1","D","0",293,1,306,1,316,"1",1,"1","1","1","1","1",329,6,341,1,0,1,0,0,NA,0,2,1,1,1,1,1,1,1,1,3,1
7648,1,1,1984,157,1,"179","194",7,206,7,217,6,"1","1","1","1","1",228,238,6,252,1,263,"2",6,"0","1","0","0","0",277,1,289,1,300,"2",5,"0","1","1","0","1",309,1,322,2,0,1,1,0,1,1,3,3,3,3,1,3,1,1,2,1,1
7650,2,12,1982,172,1,"192","204",6,217,6,230,5,"0","1","1","0","1",242,251,6,263,6,276,"2",5,"1","0","1","0","1",286,5,298,3,311,"2",6,"0","1","1","0","1",322,5,338,6,1,0,1,1,1,1,3,3,2,3,3,2,2,2,3,2,3
7652,2,3,1980,204,2,"225","237",1,252,1,265,1,"1","0","0","0","0",276,286,1,298,1,308,"1",1,"1","0","0","1","0",320,3,332,1,344,"25",2,"1","0","0","1","0",354,1,368,1,0,0,0,1,0,0,1,1,1,1,1,1,2,1,1,1,1
7653,2,10,1981,188,1,"209","220",6,232,6,242,3,"0","1","1","0","1",255,266,4,280,3,291,"2",6,"0","1","1","0","1",302,5,314,2,326,"2",3,"0","1","1","0","0",335,3,355,4,1,1,1,1,1,1,3,3,2,2,2,3,2,1,2,2,2
7654,2,7,1982,179,1,"198","210",6,223,6,233,4,"1","1","1","0","1",246,257,3,271,3,282,"27",6,"1","1","1","0","1",297,6,304,6,316,"27",6,"1","1","1","0","0",326,6,343,4,0,0,0,1,1,1,3,3,2,2,2,3,3,3,3,3,2
7656,1,9,1981,187,1,"207","219",6,232,1,244,2,"1","1","1","0","1",255,267,6,280,6,291,"11",6,"0","1","1","0","1",302,6,314,6,325,"11",5,"0","1","1","1","1",336,6,351,6,0,1,1,1,1,0,3,1,1,3,3,3,3,3,2,3,3
7658,1,11,1982,172,1,"194","208",1,221,2,229,2,"0","1","1","1","0",241,253,1,265,2,277,"12",1,"1","1","0","0","0",289,1,300,1,311,"12",1,"1","1","1","1","0",323,6,339,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,3,1
7660,1,12,1981,184,1,"204","217",3,229,1,240,1,"0","1","1","0","1",255,263,1,276,1,287,"11",1,"1","1","1","0","0",299,1,311,1,323,"11",1,"1","1","1","1","1",334,3,347,1,1,0,0,1,1,0,2,1,1,1,1,1,1,1,1,2,1
7661,1,3,1984,157,1,"177","190",1,202,1,213,2,"0","1","1","0","1",225,237,1,250,1,260,"2",1,"0","D","1","0","1",272,1,283,6,296,"11",4,"0","1","1","R","0",308,3,320,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,3,2,2,1
7665,2,7,1982,176,2,"198","209",2,223,3,233,6,"0","1","1","1","1",245,259,7,269,7,281,"12",7,"1","1","1","0","1",292,2,304,7,316,"9",5,"0","1","1","0","1",327,2,340,6,1,0,1,0,1,1,1,2,3,3,3,3,1,3,2,1,3
7666,2,11,1982,173,1,"193","205",3,219,7,230,3,"0","1","1","0","0",242,253,4,266,4,276,"11",7,"0","1","1","0","1",289,7,300,4,312,"11",6,"0","1","1","0","1",324,3,337,5,1,1,1,1,1,1,2,3,2,2,2,3,3,2,3,2,2
7671,2,12,1983,160,1,"181","191",3,206,2,215,1,"0","1","1","1","0",228,240,3,251,2,263,"2",5,"1","0","0","0","1",276,6,287,5,300,"12",1,"0","1","1","0","1",310,2,325,3,1,0,1,0,1,1,2,1,1,2,1,2,3,2,1,1,2
7674,1,2,1984,157,2,"179","189",1,204,1,213,1,"1","0","0","0","0",229,237,1,249,1,262,"1",1,"1","0","0","0","0",273,1,288,1,296,"1",1,"1","0","0","1","0",309,1,324,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
7676,1,9,1983,163,2,"184","195",4,209,4,219,6,"0","1","1","0","1",231,242,2,254,3,267,"12",1,"D","D","1","0","D",280,1,291,1,304,"12",6,"0","1","1","0","0",313,1,328,6,1,NA,1,1,1,1,2,2,3,1,2,1,1,1,3,1,3
7681,2,9,1980,202,2,"219","229",7,246,6,254,4,"1","1","1","1","1",270,284,3,291,2,302,"12",2,"1","D","1","1","1",314,6,325,5,337,"12",2,"1","1","1","0","1",348,2,367,1,0,0,0,0,0,1,3,3,2,2,1,1,3,2,1,1,1
7685,2,7,1980,202,1,"220","232",3,246,2,256,3,"1","1","1","0","1",271,281,5,292,3,304,"2",4,"0","D","1","0","1",316,5,327,5,339,"2",5,"0","1","1","0","1",352,4,364,3,0,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2
7686,2,4,1983,169,1,"191","199",6,215,6,225,6,"0","1","1","0","1",238,247,6,259,6,273,"2",6,"0","1","1","0","0",283,7,294,7,307,"2",6,"0","1","1","0","1",319,6,331,6,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3
7687,2,7,1984,153,1,"173","184",4,197,4,209,4,"0","1","1","0","0",221,233,5,245,3,258,"2",4,"0","1","1","0","0",271,3,279,5,291,"2",2,"0","D","1","0","0",302,2,317,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1
7696,1,9,1981,198,1,"207","N",3,232,3,245,4,"0","1","1","0","1",255,268,2,281,2,290,"2",2,"0","0","1","0","1",301,2,315,3,326,"2",2,"0","1","1","0","1",338,2,350,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1
7702,2,2,1982,182,2,"206","214",2,227,4,239,3,"1","0","1","0","0",249,262,1,277,2,285,"1",2,"0","1","1","0","0",298,2,309,1,320,"1",1,"0","D","1","0","0",331,1,347,1,0,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1
7709,2,12,1980,194,1,"216","228",7,241,7,251,6,"1","D","1","0","1",263,275,6,287,7,300,"12",7,"1","1","1","0","1",311,1,323,4,335,"31",6,"1","1","1","1","1",346,7,361,1,0,0,0,1,1,0,3,3,3,3,3,3,1,2,3,3,1
7713,2,10,1980,196,1,"218","230",1,243,1,253,2,"1","D","1","1","0",265,276,1,290,1,303,"27",1,"1","D","1","0","1",317,1,324,1,337,"13",5,"1","0","1","0","1",347,4,362,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,1
7719,2,1,1983,169,1,"191","202",1,216,3,227,1,"0","1","1","0","1",240,250,1,262,1,274,"31",3,"0","1","1","0","1",286,1,298,3,310,"31",3,"0","1","1","0","1",322,2,336,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,1
7722,1,1,1982,182,1,"205","214",1,228,1,238,1,"1","0","1","0","0",250,265,1,275,1,291,"22",1,"0","0","1","1","1",298,1,309,1,322,"2",1,"0","D","1","0","0",334,1,347,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
7724,2,4,1983,167,1,"188","199",7,213,7,224,7,"0","1","1","0","1",235,247,6,259,5,272,"11",2,"1","1","1","0","0",283,2,294,4,307,"11",3,"0","1","1","0","0",319,4,331,3,1,0,1,1,1,1,3,3,3,3,2,1,1,2,2,2,2
7725,1,12,1981,184,1,"207","219",5,229,1,241,1,"0","1","1","1","0",254,266,8,275,1,287,"2",3,"0","0","1","1","1",302,1,310,2,323,"2",8,"0","1","1","0","1",334,2,349,2,1,1,1,0,0,1,2,1,1,3,1,2,1,1,3,1,1
7727,1,2,1982,180,1,"201","213",2,226,6,238,2,"0","1","1","0","1",249,261,2,275,2,285,"2",6,"0","1","1","0","0",298,2,309,2,321,"27",3,"D","D","1","D","1",332,2,346,6,1,1,NA,1,1,NA,1,3,1,1,1,3,1,1,2,1,3
7728,2,3,1983,167,1,"188","200",1,213,2,225,2,"0","1","1","1","1",236,248,1,262,1,272,"2",2,"0","1","1","0","1",285,1,296,1,308,"12",1,"0","1","1","1","1",319,1,333,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
7730,2,4,1982,178,1,"199","211",1,224,1,236,4,"1","1","1","0","0",247,259,2,274,2,284,"25",6,"1","1","1","1","0",297,1,308,2,318,"13",6,"0","1","1","D","0",331,2,343,2,0,0,1,1,0,NA,1,1,2,1,1,3,1,1,3,1,1
7731,1,7,1982,175,1,"196","208",3,222,2,234,2,"1","0","1","0","0",244,256,2,269,4,280,"2",2,"1","D","1","0","0",293,2,304,4,315,"2",2,"1","D","0","0","0",327,2,346,2,0,0,0,1,1,1,2,1,1,1,2,1,1,2,1,1,1
7733,1,8,1980,198,1,"220","232",2,245,2,259,1,"0","1","1","0","0",267,279,1,293,2,303,"27",1,"1","1","1","0","0",316,5,327,6,340,"10",6,"0","1","1","0","1",350,2,363,2,1,0,1,1,1,1,1,1,1,1,1,1,2,3,3,1,1
7734,2,12,1982,170,1,"192","204",5,217,2,228,2,"0","1","1","0","1",239,251,4,264,5,275,"2",5,"0","1","1","0","1",288,4,299,3,312,"10",6,"0","1","1","0","1",322,6,335,6,1,1,1,1,1,1,2,1,1,2,2,2,2,2,3,3,3
7735,1,4,1984,154,1,"176","189",4,201,3,213,2,"1","1","1","1","1",223,235,5,249,1,259,"10",2,"0","D","1","0","0",272,4,283,1,296,"10",1,"1","1","1","D","0",306,1,319,2,0,1,0,0,1,NA,2,2,1,2,1,1,2,1,1,1,1
7736,2,2,1984,156,1,"177","189",3,203,3,214,4,"0","1","1","0","1",225,237,4,251,4,262,"2",4,"0","1","1","0","1",276,4,285,4,298,"2",4,"0","1","1","0","1",308,4,323,4,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
7738,2,3,1981,193,1,"212","225",2,238,1,249,1,"1","0","1","0","0",261,273,1,285,1,299,"2",4,"1","0","1","0","0",309,4,321,6,331,"12",4,"1","0","1","0","0",343,3,356,2,0,0,0,1,1,1,1,1,1,1,1,2,2,3,2,2,1
7740,2,4,1982,178,1,"199","211",2,225,3,237,4,"0","1","1","0","0",248,262,5,273,4,284,"2",4,"0","1","1","0","0",296,3,307,5,318,"2",2,"0","1","1","0","0",330,3,344,4,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2
7743,2,10,1981,185,1,"206","217",3,231,1,242,1,"0","1","1","0","1",253,265,2,278,2,289,"2",2,"0","1","1","0","1",302,1,313,5,324,"2",1,"0","1","1","0","1",336,1,350,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1
7745,1,5,1981,190,1,"211","222",5,237,3,249,5,"0","1","1","0","1",263,278,4,286,2,294,"2",6,"0","R","1","0","0",308,2,318,6,330,"2",2,"0","D","1","0","1",341,1,355,1,1,1,1,1,1,1,2,2,2,2,1,3,1,3,1,1,1
7746,1,9,1982,174,1,"195","206",4,221,5,232,5,"0","1","1","0","1",243,255,5,269,5,279,"2",2,"0","1","1","0","1",291,2,302,2,314,"2",3,"1","0","1","0","1",325,1,339,2,1,1,0,1,1,1,2,2,2,2,2,1,1,1,2,1,1
7747,1,5,1981,190,1,"212","222",7,237,2,249,1,"0","1","1","0","0",260,272,2,284,4,295,"10",2,"0","0","1","0","0",307,2,318,2,335,"10",5,"0","1","1","0","1",342,2,354,2,1,1,1,1,1,1,3,1,1,1,2,1,1,1,2,1,1
7748,1,11,1984,148,1,"170","180",3,195,7,206,2,"0","1","1","0","1",220,231,1,242,1,254,"27",2,"0","1","1","0","1",267,1,276,1,289,"2",1,"1","1","1","0","1",300,4,313,5,1,1,0,1,1,1,2,3,1,1,1,1,1,1,1,2,2
7749,1,8,1983,163,1,"184","196",5,208,5,221,7,"0","1","1","0","1",234,245,5,258,7,271,"2",7,"0","0","1","0","1",280,5,292,7,304,"2",7,"0","1","1","0","1",314,7,327,7,1,1,1,1,1,1,2,2,3,2,3,3,2,3,3,3,3
7756,2,3,1982,180,1,"200","212",5,226,5,238,5,"0","1","1","0","0",249,260,4,274,4,285,"12",4,"0","0","1","0","1",297,4,308,4,319,"2",4,"0","0","1","0","1",331,5,344,5,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
7757,1,6,1981,189,1,"210","223",1,234,1,247,1,"0","1","1","0","0",259,269,1,282,1,294,"2",1,"1","1","1","0","0",305,1,316,1,330,"2",1,"1","1","1","0","0",339,1,354,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7758,2,9,1982,179,1,"195","211",1,221,2,233,1,"0","0","1","1","0",246,256,1,269,1,278,"2",2,"0","D","1","0","1",290,3,302,2,316,"2",2,"0","1","1","0","1",324,1,340,2,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1
7762,2,2,1983,169,1,"N","N",5,218,3,227,3,"1","0","1","0","0",240,250,2,266,2,276,"2",3,"0","1","1","0","1",286,2,298,1,309,"12",2,"0","0","1","0","1",320,1,333,1,0,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1
7764,2,2,1984,156,1,"179","191",7,202,7,215,6,"0","0","1","0","1",229,237,6,250,6,262,"11",6,"0","1","1","0","1",274,6,284,6,297,"12",6,"0","1","1","0","1",307,6,321,6,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3
7765,2,8,1981,187,1,"208","221",7,232,7,245,7,"0","1","1","1","1",257,267,7,280,7,291,"10",7,"0","1","1","0","1",303,7,314,7,327,"10",7,"0","1","1","0","1",337,7,352,7,1,1,1,0,1,1,3,3,3,3,3,3,3,3,3,3,3
7766,2,2,1983,169,1,"190","203",7,214,7,227,7,"0","1","1","1","1",239,249,7,262,7,273,"11",7,"0","1","1","0","1",285,7,296,7,309,"11",7,"0","1","1","0","1",320,7,334,7,1,1,1,0,1,1,3,3,3,3,3,3,3,3,3,3,3
7770,2,6,1981,191,1,"213","223",5,234,3,247,2,"0","0","1","0","1",259,270,2,287,2,296,"2",2,"0","1","1","0","0",307,2,316,1,333,"12",3,"0","1","1","0","1",341,5,354,6,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,3
7773,2,8,1981,190,1,"207","220",6,233,6,243,2,"1","0","1","0","1",256,269,1,280,1,291,"1",1,"0","0","1","0","0",303,1,314,1,326,"2",2,"0","0","1","0","1",337,2,351,3,0,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,2
7774,2,3,1981,195,1,"215","225",3,237,2,249,2,"0","0","1","0","1",262,272,3,284,3,297,"2",3,"0","1","1","0","1",308,3,319,2,331,"2",2,"0","1","1","0","1",343,2,355,2,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,1,1
7778,1,6,1982,180,1,"198","212",3,221,1,233,2,"0","1","0","0","0",246,259,1,270,2,281,"2",2,"0","1","1","0","0",293,2,305,1,316,"2",1,"0","0","0","0","0",328,1,341,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2
